=====================================================
  JasperGold FSV App - Faults Classification Report  
=====================================================

---[ <Report Information> ]-----------------------------------
--------------------------------------------------------------
 Num  | module | created date             | filter            
--------------------------------------------------------------
[1]     DSP      Jun 05 05:29:06 EDT 2026   Types: (SA0, SA1)


********************************************************************************************

---[ <DESIGN INFORMATION> ]------------------------------------------------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Num  | Flops                              | Latches | Gates         | Nets   | Ports | RTL Lines | RTL Instances | Embedded Assumptions | Embedded Assertions | Embedded Covers 
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[1]     1854 (1854) (0 property flop bits)   0 (0)     78854 (80805)   182896   35      44206       28722           0                      0                     0


********************************************************************************************

---[ <FAULTS CLASSIFICATION SUMMARY> ]------------------------
--------------------------------------------------------------
 Num  | Fault Type | Unprocessed | Safe | Dangerous | Unknown 
--------------------------------------------------------------
[1]     SA0          0             2048   0           96452
[2]     SA1          0             3978   0           94522
[3]     Total        0             6026   0           190974


********************************************************************************************

---[ <SA0> ]----------------------------------------------------------------------
[95370]  MULT_STG.U7293.B                                           Unknown
[95371]  MULT_STG.U7293.X                                           Unknown
[95372]  MULT_STG.U7303.A                                           Unknown
[95373]  MULT_STG.U7303.B                                           Unknown
[95374]  MULT_STG.U7303.X                                           Unknown
[95375]  MULT_STG.U7333.A                                           Unknown
[95376]  MULT_STG.U7333.B                                           Unknown
[95377]  MULT_STG.U7333.X                                           Unknown
[95378]  MULT_STG.U7334.A                                           Unknown
[95379]  MULT_STG.U7334.B                                           Unknown
[95380]  MULT_STG.U7334.X                                           Unknown
[95381]  MULT_STG.U7341.A                                           Unknown
[95382]  MULT_STG.U7341.B                                           Unknown
[95383]  MULT_STG.U7341.X                                           Unknown
[95384]  MULT_STG.U7342.A                                           Unknown
[95385]  MULT_STG.U7342.B                                           Unknown
[95386]  MULT_STG.U7342.X                                           Unknown
[95387]  MULT_STG.U7345.A                                           Unknown
[95388]  MULT_STG.U7345.B                                           Unknown
[95389]  MULT_STG.U7345.X                                           Unknown
[95390]  MULT_STG.U7346.A                                           Unknown
[95391]  MULT_STG.U7346.B                                           Unknown
[95392]  MULT_STG.U7346.X                                           Unknown
[95393]  MULT_STG.U7349.A                                           Unknown
[95394]  MULT_STG.U7349.B                                           Unknown
[95395]  MULT_STG.U7349.X                                           Unknown
[95396]  MULT_STG.U7350.A                                           Unknown
[95397]  MULT_STG.U7350.B                                           Unknown
[95398]  MULT_STG.U7350.X                                           Unknown
[95399]  MULT_STG.U7351.A                                           Unknown
[95400]  MULT_STG.U7351.B                                           Unknown
[95401]  MULT_STG.U7351.X                                           Unknown
[95402]  MULT_STG.U7363.A                                           Unknown
[95403]  MULT_STG.U7363.B                                           Unknown
[95404]  MULT_STG.U7363.X                                           Unknown
[95405]  MULT_STG.U7364.A                                           Unknown
[95406]  MULT_STG.U7364.B                                           Unknown
[95407]  MULT_STG.U7364.X                                           Unknown
[95408]  MULT_STG.U7391.A                                           Unknown
[95409]  MULT_STG.U7391.B                                           Unknown
[95410]  MULT_STG.U7391.X                                           Unknown
[95411]  MULT_STG.U7398.A                                           Unknown
[95412]  MULT_STG.U7398.B                                           Unknown
[95413]  MULT_STG.U7398.X                                           Unknown
[95414]  MULT_STG.U7399.A                                           Unknown
[95415]  MULT_STG.U7399.B                                           Unknown
[95416]  MULT_STG.U7399.X                                           Unknown
[95417]  MULT_STG.U7400.A                                           Unknown
[95418]  MULT_STG.U7400.B                                           Unknown
[95419]  MULT_STG.U7400.X                                           Unknown
[95420]  MULT_STG.U7401.A                                           Unknown
[95421]  MULT_STG.U7401.B                                           Unknown
[95422]  MULT_STG.U7401.X                                           Unknown
[95423]  MULT_STG.U7405.A                                           Unknown
[95424]  MULT_STG.U7405.B                                           Unknown
[95425]  MULT_STG.U7405.X                                           Unknown
